
58,58,1070,401,0,0,{UP=157@RIGHT=2147483647@DOWN=78@LEFT=2147483647@NEUTRAL=2147483647},126,LEFT,{UP=139@RIGHT=2147483647@DOWN=96@LEFT=2147483647@NEUTRAL=2147483647},{UP=188@RIGHT=2147483647@DOWN=108@LEFT=2147483647@NEUTRAL=2147483647},78,LEFT,{UP=117@RIGHT=2147483647@DOWN=85@LEFT=2147483647@NEUTRAL=2147483647},92,LEFT,,58,DOWN,,58,-5307
60,60,1100,413,0,0,{UP=2147483647@RIGHT=101@DOWN=78@LEFT=2147483647@NEUTRAL=2147483647},102,LEFT,{UP=2147483647@RIGHT=95@DOWN=84@LEFT=2147483647@NEUTRAL=2147483647},{UP=2147483647@RIGHT=144@DOWN=96@LEFT=2147483647@NEUTRAL=2147483647},66,LEFT,{UP=2147483647@RIGHT=79@DOWN=76@LEFT=2147483647@NEUTRAL=2147483647},86,LEFT,,60,RIGHT,,60,-5360
66,66,1180,445,0,69,{UP=149@RIGHT=119@DOWN=2147483647@LEFT=2147483647@NEUTRAL=2147483647},70,RIGHT,{UP=139@RIGHT=109@DOWN=2147483647@LEFT=2147483647@NEUTRAL=2147483647},{UP=163@RIGHT=133@DOWN=2147483647@LEFT=2147483647@NEUTRAL=2147483647},34,RIGHT,{UP=95@RIGHT=121@DOWN=2147483647@LEFT=2147483647@NEUTRAL=2147483647},70,RIGHT,,66,RIGHT,,66,-8885
75,75,1650,567,0,111,{UP=103@RIGHT=2147483647@DOWN=87@LEFT=111@NEUTRAL=2147483647},64,UP,{UP=103@RIGHT=2147483647@DOWN=87@LEFT=111@NEUTRAL=2147483647},{UP=176@RIGHT=2147483647@DOWN=160@LEFT=171@NEUTRAL=2147483647},73,RIGHT,{UP=63@RIGHT=2147483647@DOWN=79@LEFT=79@NEUTRAL=2147483647},64,UP,,75,DOWN,,75,-7128
93,93,2710,804,0,0,{UP=2147483647@RIGHT=153@DOWN=2147483647@LEFT=141@NEUTRAL=2147483647},170,RIGHT,{UP=2147483647@RIGHT=137@DOWN=2147483647@LEFT=149@NEUTRAL=2147483647},{UP=2147483647@RIGHT=2147483647@DOWN=2147483647@LEFT=2147483647@NEUTRAL=2147483647},2147483647,NEUTRAL,{UP=2147483647@RIGHT=63@DOWN=2147483647@LEFT=75@NEUTRAL=2147483647},106,RIGHT,,93,RIGHT,,93,-1588
93,93,2380,736,0,191,{UP=135@RIGHT=135@DOWN=39@LEFT=2147483647@NEUTRAL=2147483647},40,UP,{UP=119@RIGHT=119@DOWN=23@LEFT=2147483647@NEUTRAL=2147483647},{UP=2147483647@RIGHT=2147483647@DOWN=2147483647@LEFT=2147483647@NEUTRAL=2147483647},2147483647,NEUTRAL,{UP=95@RIGHT=95@DOWN=95@LEFT=2147483647@NEUTRAL=2147483647},40,UP,,93,UP,,93,-4687

100,100,250,98,0,0,{UP=104@RIGHT=48@DOWN=48@LEFT=2147483647@NEUTRAL=2147483647},108,RIGHT,{UP=128@RIGHT=72@DOWN=72@LEFT=2147483647@NEUTRAL=2147483647},{UP=176@RIGHT=120@DOWN=120@LEFT=2147483647@NEUTRAL=2147483647},72,RIGHT,{UP=2147483647@RIGHT=2147483647@DOWN=2147483647@LEFT=2147483647@NEUTRAL=2147483647},2147483647,NEUTRAL,,100,DOWN,,100,-1728
102,102,250,102,0,0,{UP=92@RIGHT=2147483647@DOWN=28@LEFT=2147483647@NEUTRAL=2147483647},93,RIGHT,{UP=72@RIGHT=2147483647@DOWN=48@LEFT=2147483647@NEUTRAL=2147483647},{UP=120@RIGHT=2147483647@DOWN=96@LEFT=2147483647@NEUTRAL=2147483647},68,RIGHT,{UP=2147483647@RIGHT=2147483647@DOWN=2147483647@LEFT=2147483647@NEUTRAL=2147483647},2147483647,NEUTRAL,,102,UP,,102,-2104
105,105,250,114,0,0,{UP=132@RIGHT=68@DOWN=2147483647@LEFT=2147483647@NEUTRAL=2147483647},69,RIGHT,{UP=140@RIGHT=60@DOWN=2147483647@LEFT=2147483647@NEUTRAL=2147483647},{UP=188@RIGHT=108@DOWN=2147483647@LEFT=2147483647@NEUTRAL=2147483647},56,RIGHT,{UP=2147483647@RIGHT=2147483647@DOWN=2147483647@LEFT=2147483647@NEUTRAL=2147483647},2147483647,NEUTRAL,,105,RIGHT,,105,-2310
107,107,280,130,0,0,{UP=80@RIGHT=2147483647@DOWN=2147483647@LEFT=104@NEUTRAL=2147483647},124,DOWN,{UP=84@RIGHT=2147483647@DOWN=2147483647@LEFT=108@NEUTRAL=2147483647},{UP=120@RIGHT=2147483647@DOWN=2147483647@LEFT=144@NEUTRAL=2147483647},40,DOWN,{UP=2147483647@RIGHT=2147483647@DOWN=2147483647@LEFT=2147483647@NEUTRAL=2147483647},2147483647,NEUTRAL,,107,LEFT,,107,-2411
114,114,340,155,0,0,{UP=2147483647@RIGHT=132@DOWN=2147483647@LEFT=148@NEUTRAL=2147483647},115,RIGHT,{UP=2147483647@RIGHT=135@DOWN=2147483647@LEFT=151@NEUTRAL=2147483647},{UP=2147483647@RIGHT=147@DOWN=2147483647@LEFT=163@NEUTRAL=2147483647},55,RIGHT,{UP=2147483647@RIGHT=2147483647@DOWN=2147483647@LEFT=2147483647@NEUTRAL=2147483647},2147483647,NEUTRAL,,114,RIGHT,,114,-2236
128,128,1190,469,0,0,{UP=61@RIGHT=101@DOWN=2147483647@LEFT=21@NEUTRAL=2147483647},82,DOWN,{UP=67@RIGHT=99@DOWN=2147483647@LEFT=27@NEUTRAL=2147483647},{UP=124@RIGHT=87@DOWN=2147483647@LEFT=84@NEUTRAL=2147483647},63,DOWN,{UP=2147483647@RIGHT=2147483647@DOWN=2147483647@LEFT=2147483647@NEUTRAL=2147483647},2147483647,NEUTRAL,,128,RIGHT,,128,-1423
148,148,1340,534,0,197,{UP=106@RIGHT=165@DOWN=2147483647@LEFT=2147483647@NEUTRAL=2147483647},135,UP,{UP=100@RIGHT=135@DOWN=2147483647@LEFT=2147483647@NEUTRAL=2147483647},{UP=84@RIGHT=119@DOWN=2147483647@LEFT=2147483647@NEUTRAL=2147483647},146,UP,{UP=100@RIGHT=135@DOWN=2147483647@LEFT=2147483647@NEUTRAL=2147483647},34,UP,,148,RIGHT,,148,-3186

177,177,720,241,0,59,{UP=151@RIGHT=2147483647@DOWN=2147483647@LEFT=103@NEUTRAL=2147483647},157,DOWN,{UP=171@RIGHT=2147483647@DOWN=2147483647@LEFT=123@NEUTRAL=2147483647},{UP=183@RIGHT=2147483647@DOWN=2147483647@LEFT=159@NEUTRAL=2147483647},80,DOWN,{UP=134@RIGHT=2147483647@DOWN=2147483647@LEFT=110@NEUTRAL=2147483647},57,DOWN,,177,LEFT,,177,-4063
194,194,1070,397,0,123,{UP=151@RIGHT=2147483647@DOWN=2147483647@LEFT=132@NEUTRAL=2147483647},133,RIGHT,{UP=151@RIGHT=2147483647@DOWN=2147483647@LEFT=132@NEUTRAL=2147483647},{UP=188@RIGHT=2147483647@DOWN=2147483647@LEFT=108@NEUTRAL=2147483647},72,RIGHT,{UP=166@RIGHT=2147483647@DOWN=2147483647@LEFT=93@NEUTRAL=2147483647},39,RIGHT,,194,UP,,194,-3790
212,212,1500,574,0,0,{UP=159@RIGHT=2147483647@DOWN=79@LEFT=124@NEUTRAL=2147483647},88,UP,{UP=131@RIGHT=2147483647@DOWN=59@LEFT=96@NEUTRAL=2147483647},{UP=144@RIGHT=2147483647@DOWN=131@LEFT=72@NEUTRAL=2147483647},100,UP,{UP=2147483647@RIGHT=2147483647@DOWN=2147483647@LEFT=2147483647@NEUTRAL=2147483647},2147483647,NEUTRAL,,212,DOWN,,212,-1554
228,228,1560,647,0,0,{UP=2147483647@RIGHT=2147483647@DOWN=14@LEFT=56@NEUTRAL=2147483647},15,RIGHT,{UP=2147483647@RIGHT=2147483647@DOWN=11@LEFT=59@NEUTRAL=2147483647},{UP=2147483647@RIGHT=2147483647@DOWN=35@LEFT=83@NEUTRAL=2147483647},27,RIGHT,{UP=2147483647@RIGHT=2147483647@DOWN=2147483647@LEFT=2147483647@NEUTRAL=2147483647},2147483647,NEUTRAL,,228,LEFT,,228,-4143
262,262,2320,1126,0,185,{UP=2147483647@RIGHT=97@DOWN=2147483647@LEFT=145@NEUTRAL=2147483647},98,LEFT,{UP=2147483647@RIGHT=75@DOWN=2147483647@LEFT=123@NEUTRAL=2147483647},{UP=2147483647@RIGHT=2147483647@DOWN=2147483647@LEFT=2147483647@NEUTRAL=2147483647},2147483647,NEUTRAL,{UP=2147483647@RIGHT=43@DOWN=2147483647@LEFT=91@NEUTRAL=2147483647},70,LEFT,,262,LEFT,,262,-7763
269,269,3260,1430,0,0,{UP=2147483647@RIGHT=95@DOWN=2147483647@LEFT=46@NEUTRAL=2147483647},47,UP,{UP=2147483647@RIGHT=90@DOWN=2147483647@LEFT=41@NEUTRAL=2147483647},{UP=2147483647@RIGHT=2147483647@DOWN=2147483647@LEFT=2147483647@NEUTRAL=2147483647},2147483647,NEUTRAL,{UP=2147483647@RIGHT=2147483647@DOWN=2147483647@LEFT=2147483647@NEUTRAL=2147483647},2147483647,NEUTRAL,,269,LEFT,,269,-326

319,319,2660,582,0,0,{UP=116@RIGHT=2147483647@DOWN=95@LEFT=76@NEUTRAL=2147483647},77,RIGHT,{UP=108@RIGHT=2147483647@DOWN=103@LEFT=68@NEUTRAL=2147483647},{UP=35@RIGHT=2147483647@DOWN=107@LEFT=27@NEUTRAL=2147483647},81,RIGHT,{UP=131@RIGHT=2147483647@DOWN=78@LEFT=91@NEUTRAL=2147483647},63,RIGHT,,319,LEFT,,319,-599
363,363,2860,770,0,191,{UP=2147483647@RIGHT=103@DOWN=103@LEFT=164@NEUTRAL=2147483647},128,LEFT,{UP=2147483647@RIGHT=107@DOWN=107@LEFT=155@NEUTRAL=2147483647},{UP=2147483647@RIGHT=92@DOWN=140@LEFT=103@NEUTRAL=2147483647},173,LEFT,{UP=2147483647@RIGHT=62@DOWN=62@LEFT=123@NEUTRAL=2147483647},71,LEFT,,363,RIGHT,,363,-3685
388,388,4360,1300,0,0,{UP=2147483647@RIGHT=2147483647@DOWN=80@LEFT=56@NEUTRAL=2147483647},57,UP,{UP=2147483647@RIGHT=2147483647@DOWN=71@LEFT=47@NEUTRAL=2147483647},{UP=2147483647@RIGHT=2147483647@DOWN=2147483647@LEFT=2147483647@NEUTRAL=2147483647},2147483647,NEUTRAL,{UP=2147483647@RIGHT=2147483647@DOWN=2147483647@LEFT=2147483647@NEUTRAL=2147483647},2147483647,NEUTRAL,,388,LEFT,,388,-1736
397,397,4440,1348,0,0,{UP=2147483647@RIGHT=38@DOWN=38@LEFT=2147483647@NEUTRAL=2147483647},105,RIGHT,{UP=2147483647@RIGHT=47@DOWN=47@LEFT=2147483647@NEUTRAL=2147483647},{UP=2147483647@RIGHT=2147483647@DOWN=2147483647@LEFT=2147483647@NEUTRAL=2147483647},2147483647,NEUTRAL,{UP=2147483647@RIGHT=2147483647@DOWN=2147483647@LEFT=2147483647@NEUTRAL=2147483647},2147483647,NEUTRAL,,397,DOWN,,397,-1702
415,415,4600,1424,0,0,{UP=126@RIGHT=64@DOWN=2147483647@LEFT=2147483647@NEUTRAL=2147483647},65,RIGHT,{UP=131@RIGHT=59@DOWN=2147483647@LEFT=2147483647@NEUTRAL=2147483647},{UP=2147483647@RIGHT=2147483647@DOWN=2147483647@LEFT=2147483647@NEUTRAL=2147483647},2147483647,NEUTRAL,{UP=2147483647@RIGHT=2147483647@DOWN=2147483647@LEFT=2147483647@NEUTRAL=2147483647},2147483647,NEUTRAL,,415,RIGHT,,415,-330

468,468,2050,790,0,0,{UP=2147483647@RIGHT=50@DOWN=82@LEFT=2147483647@NEUTRAL=2147483647},61,RIGHT,{UP=2147483647@RIGHT=35@DOWN=67@LEFT=2147483647@NEUTRAL=2147483647},{UP=2147483647@RIGHT=51@DOWN=83@LEFT=2147483647@NEUTRAL=2147483647},9,RIGHT,{UP=2147483647@RIGHT=2147483647@DOWN=2147483647@LEFT=2147483647@NEUTRAL=2147483647},2147483647,NEUTRAL,,468,RIGHT,,468,-8500

587,587,710,273,0,185,{UP=2147483647@RIGHT=117@DOWN=45@LEFT=2147483647@NEUTRAL=2147483647},46,UP,{UP=2147483647@RIGHT=107@DOWN=35@LEFT=2147483647@NEUTRAL=2147483647},{UP=2147483647@RIGHT=127@DOWN=127@LEFT=2147483647@NEUTRAL=2147483647},102,UP,{UP=2147483647@RIGHT=119@DOWN=71@LEFT=2147483647@NEUTRAL=2147483647},46,UP,,88,RIGHT,,88,-3384
596,596,1030,425,0,33,{UP=93@RIGHT=2147483647@DOWN=2147483647@LEFT=117@NEUTRAL=2147483647},135,LEFT,{UP=107@RIGHT=2147483647@DOWN=2147483647@LEFT=131@NEUTRAL=2147483647},{UP=152@RIGHT=2147483647@DOWN=2147483647@LEFT=187@NEUTRAL=2147483647},94,LEFT,{UP=111@RIGHT=2147483647@DOWN=2147483647@LEFT=135@NEUTRAL=2147483647},58,LEFT,,97,UP,,97,-1668
597,597,1030,436,0,0,{UP=2147483647@RIGHT=2147483647@DOWN=98@LEFT=20@NEUTRAL=2147483647},99,UP,{UP=2147483647@RIGHT=2147483647@DOWN=95@LEFT=23@NEUTRAL=2147483647},{UP=2147483647@RIGHT=2147483647@DOWN=127@LEFT=103@NEUTRAL=2147483647},83,UP,{UP=2147483647@RIGHT=2147483647@DOWN=133@LEFT=61@NEUTRAL=2147483647},41,UP,,98,DOWN,,98,-2055
589,589,1000,369,0,89,{UP=117@RIGHT=2147483647@DOWN=2147483647@LEFT=106@NEUTRAL=2147483647},70,UP,{UP=107@RIGHT=2147483647@DOWN=2147483647@LEFT=96@NEUTRAL=2147483647},{UP=104@RIGHT=2147483647@DOWN=2147483647@LEFT=128@NEUTRAL=2147483647},114,UP,{UP=132@RIGHT=2147483647@DOWN=2147483647@LEFT=108@NEUTRAL=2147483647},70,UP,,90,LEFT,,90,-2126
594,594,1030,417,0,41,{UP=125@RIGHT=121@DOWN=2147483647@LEFT=69@NEUTRAL=2147483647},70,LEFT,{UP=103@RIGHT=108@DOWN=2147483647@LEFT=47@NEUTRAL=2147483647},{UP=103@RIGHT=92@DOWN=2147483647@LEFT=103@NEUTRAL=2147483647},102,LEFT,{UP=103@RIGHT=95@DOWN=2147483647@LEFT=119@NEUTRAL=2147483647},70,LEFT,,95,LEFT,,95,-1913

652,652,2350,448,0,149,{UP=102@RIGHT=2147483647@DOWN=133@LEFT=109@NEUTRAL=2147483647},99,DOWN,{UP=95@RIGHT=2147483647@DOWN=119@LEFT=95@NEUTRAL=2147483647},{UP=67@RIGHT=2147483647@DOWN=163@LEFT=115@NEUTRAL=2147483647},106,DOWN,{UP=60@RIGHT=2147483647@DOWN=108@LEFT=60@NEUTRAL=2147483647},75,DOWN,,152,DOWN,,152,-8931
652,652,3270,636,0,133,{UP=185@RIGHT=129@DOWN=105@LEFT=2147483647@NEUTRAL=2147483647},106,UP,{UP=175@RIGHT=119@DOWN=95@LEFT=2147483647@NEUTRAL=2147483647},{UP=67@RIGHT=67@DOWN=115@LEFT=2147483647@NEUTRAL=2147483647},150,UP,{UP=130@RIGHT=74@DOWN=74@LEFT=2147483647@NEUTRAL=2147483647},61,UP,,152,RIGHT,,152,-1950

713,713,1050,519,0,0,{UP=2147483647@RIGHT=140@DOWN=44@LEFT=153@NEUTRAL=2147483647},45,UP,{UP=2147483647@RIGHT=119@DOWN=23@LEFT=132@NEUTRAL=2147483647},{UP=2147483647@RIGHT=115@DOWN=163@LEFT=117@NEUTRAL=2147483647},113,UP,{UP=2147483647@RIGHT=2147483647@DOWN=2147483647@LEFT=2147483647@NEUTRAL=2147483647},2147483647,NEUTRAL,,213,DOWN,,213,-606

727,727,300,118,0,0,{UP=82@RIGHT=2147483647@DOWN=98@LEFT=50@NEUTRAL=2147483647},82,LEFT,{UP=92@RIGHT=2147483647@DOWN=108@LEFT=60@NEUTRAL=2147483647},{UP=103@RIGHT=2147483647@DOWN=140@LEFT=92@NEUTRAL=2147483647},42,LEFT,{UP=106@RIGHT=2147483647@DOWN=98@LEFT=98@NEUTRAL=2147483647},79,LEFT,,227,UP,,227,-2537
813,813,2890,1321,0,0,{UP=39@RIGHT=2147483647@DOWN=111@LEFT=63@NEUTRAL=2147483647},40,DOWN,{UP=39@RIGHT=2147483647@DOWN=111@LEFT=63@NEUTRAL=2147483647},{UP=2147483647@RIGHT=2147483647@DOWN=2147483647@LEFT=2147483647@NEUTRAL=2147483647},2147483647,NEUTRAL,{UP=2147483647@RIGHT=2147483647@DOWN=2147483647@LEFT=2147483647@NEUTRAL=2147483647},2147483647,NEUTRAL,,313,UP,,313,-729
816,816,2890,1333,0,0,{UP=119@RIGHT=2147483647@DOWN=2147483647@LEFT=23@NEUTRAL=2147483647},64,LEFT,{UP=119@RIGHT=2147483647@DOWN=2147483647@LEFT=23@NEUTRAL=2147483647},{UP=2147483647@RIGHT=2147483647@DOWN=2147483647@LEFT=2147483647@NEUTRAL=2147483647},2147483647,NEUTRAL,{UP=2147483647@RIGHT=2147483647@DOWN=2147483647@LEFT=2147483647@NEUTRAL=2147483647},2147483647,NEUTRAL,,316,LEFT,,316,-741
810,810,2890,1301,0,0,{UP=55@RIGHT=103@DOWN=127@LEFT=2147483647@NEUTRAL=2147483647},96,LEFT,{UP=63@RIGHT=100@DOWN=135@LEFT=2147483647@NEUTRAL=2147483647},{UP=2147483647@RIGHT=2147483647@DOWN=2147483647@LEFT=2147483647@NEUTRAL=2147483647},2147483647,NEUTRAL,{UP=2147483647@RIGHT=2147483647@DOWN=2147483647@LEFT=2147483647@NEUTRAL=2147483647},2147483647,NEUTRAL,,310,RIGHT,,310,-672
