
d:[229,229,1300,566,40,25,251,true,2] S:[,229,RIGHT] ->:[,229,220,0]
d:[230,230,1330,578,28,19,287,true,2] S:[,230,RIGHT] ->:[,230,190,0]
d:[231,231,1360,590,16,13,323,true,2] S:[,231,RIGHT] ->:[,231,160,0]
d:[235,235,410,360,44,2147483647,-1,false,2] S:[,235,UP] ->:[,235,100,0]
d:[235,235,440,372,32,2147483647,-1,false,2] S:[,235,UP] ->:[,235,100,0]
d:[235,235,480,388,16,2147483647,-1,false,2] S:[,235,UP] ->:[,235,80,0]
d:[235,235,510,400,28,55,495,false,2] S:[,235,RIGHT] ->:[,235,50,0]
d:[239,239,670,543,36,97,503,false,1] S:[,239,RIGHT] ->:[,239,190,0]
d:[239,239,700,555,24,73,515,false,1] S:[,239,RIGHT] ->:[,239,250,0]
d:[239,239,860,607,88,95,529,true,1] S:[,239,RIGHT] ->:[,239,120,0]
d:[239,239,860,619,76,101,535,true,1] S:[,239,RIGHT] ->:[,239,290,0]
d:[240,240,950,655,40,93,776,false,1] S:[,240,DOWN] ->:[,240,230,0]
d:[241,241,980,667,28,90,654,true,1] S:[,241,RIGHT] ->:[,241,230,0]
d:[242,242,1150,719,92,53,660,true,1] S:[,242,RIGHT] ->:[,242,90,0]
d:[243,243,1180,731,104,61,860,true,1] S:[,243,RIGHT] ->:[,243,70,0]
d:[244,244,1210,743,116,55,866,true,1] S:[,244,RIGHT] ->:[,244,70,0]
d:[245,245,1240,755,128,49,872,true,1] S:[,245,RIGHT] ->:[,245,60,0]
d:[246,246,1250,767,140,43,878,true,1] S:[,246,RIGHT] ->:[,246,50,0]
d:[250,250,1300,979,104,25,1212,false,1] S:[,250,LEFT] ->:[,250,80,0]
d:[250,250,1300,991,116,16,830,false,1] S:[,250,DOWN] ->:[,250,80,0]
d:[250,250,1300,1003,128,31,827,false,1] S:[,250,DOWN] ->:[,250,80,0]
d:[250,250,290,98,92,72,480,false,3] S:[,250,DOWN] ->:[,250,120,0]
d:[251,251,320,110,96,72,598,false,3] S:[,251,DOWN] ->:[,251,560,0]
d:[252,252,380,182,40,48,972,false,3] S:[,252,RIGHT] ->:[,252,530,0]
d:[253,253,410,194,28,48,984,false,3] S:[,253,RIGHT] ->:[,253,520,0]
d:[254,254,880,294,128,42,816,true,3] S:[,254,RIGHT] ->:[,254,50,0]
d:[258,258,1100,592,16,37,190,false,2] S:[,258,LEFT] ->:[,258,220,0]
d:[258,258,1260,644,85,29,194,true,2] S:[,258,RIGHT] ->:[,258,290,0]
d:[258,258,1260,656,76,23,200,true,2] S:[,258,RIGHT] ->:[,258,320,0]
d:[258,258,1320,692,40,5,218,true,2] S:[,258,RIGHT] ->:[,258,420,0]
d:[259,259,1550,704,28,38,451,true,2] S:[,259,RIGHT] ->:[,259,190,0]
d:[260,260,1580,716,16,32,556,true,2] S:[,260,RIGHT] ->:[,260,160,0]
d:[264,264,1740,816,-1,38,6,true,2] S:[,264,RIGHT] ->:[,264,200,0]
d:[264,264,1740,828,-1,32,0,true,2] S:[,264,RIGHT] ->:[,264,200,0]
d:[266,266,1940,952,-1,2147483647,-1,false,1] S:[,266,UP] ->:[,266,140,0]
d:[264,264,400,141,84,49,675,false,3] S:[,264,DOWN] ->:[,264,110,0]
d:[265,265,430,153,72,49,715,false,3] S:[,265,DOWN] ->:[,265,80,0]
d:[266,266,510,189,76,49,925,false,3] S:[,266,RIGHT] ->:[,266,160,0]
d:[267,267,510,225,40,47,995,false,3] S:[,267,RIGHT] ->:[,267,190,0]
d:[268,268,510,237,28,25,1007,false,3] S:[,268,RIGHT] ->:[,268,220,0]
d:[269,269,670,289,92,25,1129,true,3] S:[,269,RIGHT] ->:[,269,90,0]
d:[270,270,700,301,104,7,1069,true,3] S:[,270,RIGHT] ->:[,270,60,0]
d:[274,274,1010,560,85,31,421,true,2] S:[,274,RIGHT] ->:[,274,90,0]
d:[274,274,1040,572,76,41,375,true,2] S:[,274,RIGHT] ->:[,274,90,0]
d:[274,274,1070,584,64,35,381,true,2] S:[,274,RIGHT] ->:[,274,90,0]
d:[274,274,1100,596,52,29,414,true,2] S:[,274,RIGHT] ->:[,274,90,0]
d:[275,275,1130,608,40,47,438,true,2] S:[,275,RIGHT] ->:[,275,220,0]
d:[276,276,1160,620,28,41,517,true,2] S:[,276,RIGHT] ->:[,276,190,0]
d:[277,277,1190,632,16,35,568,true,2] S:[,277,RIGHT] ->:[,277,160,0]
d:[278,278,370,129,28,49,858,false,3] S:[,278,DOWN] ->:[,278,520,0]
d:[279,279,840,229,128,51,713,true,3] S:[,279,RIGHT] ->:[,279,50,0]
d:[280,280,870,241,116,45,707,true,3] S:[,280,RIGHT] ->:[,280,60,0]
d:[284,284,1220,606,32,2147483647,-1,false,1] S:[,284,UP] ->:[,284,80,0]
d:[284,284,1260,622,16,2147483647,-1,false,1] S:[,284,UP] ->:[,284,70,0]
d:[284,284,1290,634,28,51,491,false,1] S:[,284,RIGHT] ->:[,284,60,0]
d:[284,284,1300,646,40,51,453,false,1] S:[,284,RIGHT] ->:[,284,50,0]
d:[285,285,1330,658,52,27,362,false,1] S:[,285,LEFT] ->:[,285,50,0]
d:[286,286,1350,670,52,27,332,false,1] S:[,286,LEFT] ->:[,286,60,0]
d:[287,287,1350,682,40,27,260,false,1] S:[,287,LEFT] ->:[,287,220,0]
d:[288,288,1380,694,28,11,310,false,1] S:[,288,LEFT] ->:[,288,390,0]
d:[289,289,1410,706,16,13,224,false,1] S:[,289,LEFT] ->:[,289,360,0]
d:[290,290,1570,758,85,3,228,true,1] S:[,290,RIGHT] ->:[,290,200,0]
d:[291,291,410,170,28,52,980,false,3] S:[,291,RIGHT] ->:[,291,900,0]
d:[292,292,870,258,128,8,976,true,3] S:[,292,RIGHT] ->:[,292,460,0]
d:[293,293,1280,270,128,83,618,true,3] S:[,293,RIGHT] ->:[,293,50,0]
d:[297,297,1650,604,73,60,508,false,1] S:[,297,RIGHT] ->:[,297,50,0]
d:[297,297,1670,616,85,36,442,false,1] S:[,297,RIGHT] ->:[,297,60,0]
d:[297,297,1670,628,76,36,382,false,1] S:[,297,LEFT] ->:[,297,90,0]
d:[297,297,1700,640,64,12,315,false,1] S:[,297,LEFT] ->:[,297,90,0]
d:[298,298,1730,652,52,12,201,false,1] S:[,298,LEFT] ->:[,298,90,0]
d:[299,299,1760,664,40,36,213,false,1] S:[,299,LEFT] ->:[,299,220,0]
d:[300,300,1790,676,28,50,466,true,1] S:[,300,RIGHT] ->:[,300,190,0]
d:[301,301,1820,688,16,32,460,true,1] S:[,301,RIGHT] ->:[,301,160,0]
d:[305,305,1980,788,-1,24,237,true,1] S:[,305,RIGHT] ->:[,305,200,0]
d:[305,305,1980,800,-1,18,281,true,1] S:[,305,RIGHT] ->:[,305,200,0]
d:[305,305,1980,812,-1,12,317,true,1] S:[,305,RIGHT] ->:[,305,200,0]
d:[305,305,1240,295,60,49,715,true,3] S:[,305,RIGHT] ->:[,305,50,0]
d:[306,306,1270,307,48,43,709,true,3] S:[,306,RIGHT] ->:[,306,180,0]
d:[307,307,1290,319,36,61,675,true,3] S:[,307,RIGHT] ->:[,307,160,0]
